question	answer	class
The name Calvin has what unfortunate Latin meaning	Esmeralda	0
The name Calvin has what unfortunate Latin meaning	Pioneer 10	0
The name Calvin has what unfortunate Latin meaning	Connecticut	0
In British Columbia is illegal to kill what	Sasquatch	1
In British Columbia is illegal to kill what	Bite them to quiet	0
In British Columbia is illegal to kill what	London (Eltham)	0
In British Columbia is illegal to kill what	Helicon	0
The Spear Leek was the original name of what food item	Garlic	1
The Spear Leek was the original name of what food item	Womb	0
The Spear Leek was the original name of what food item	Raft	0
The Spear Leek was the original name of what food item	Kick Art Way	0
What was the name of the first Wings album	Wild Life	1
What was the name of the first Wings album	Akala 	0
What was the name of the first Wings album	Chile	0
What was the name of the first Wings album	London	0
Who started Laugh O Gram productions	Walt Disney	1
Who started Laugh O Gram productions	Armenia	0
Who started Laugh O Gram productions	Virgin Atlantic	0
Who started Laugh O Gram productions	Marriage or Haircut	0
Sigmund Freud used a dog to help his psychoanalysis what breed	Jo-Fi a Chow 	1
Sigmund Freud used a dog to help his psychoanalysis what breed	Roadrunner	0
Sigmund Freud used a dog to help his psychoanalysis what breed	Paris fashion houses	0
Sigmund Freud used a dog to help his psychoanalysis what breed	Dragonfly	0
Lobster Newberg was invented at what famous restaurant	Delmonicos	1
Lobster Newberg was invented at what famous restaurant	Farts	0
Lobster Newberg was invented at what famous restaurant	Original Gravity	0
Lobster Newberg was invented at what famous restaurant	Warren Webber	0
In 18th century England what would you do with whim wham	Eat it Cream sponge	1
In 18th century England what would you do with whim wham	News Agencies	0
In 18th century England what would you do with whim wham	Bob Dylan	0
In 18th century England what would you do with whim wham	Blueberry Jelly Babies	0
The FIC govern what sport	Canoeing	1
The FIC govern what sport	Iris	0
The FIC govern what sport	Israel	0
The FIC govern what sport	Albert Einstein	0
In England what is the most popular boys name of the 90s	Daniel	1
In England what is the most popular boys name of the 90s	Astarte	0
In England what is the most popular boys name of the 90s	Jack Jones	0
In England what is the most popular boys name of the 90s	Pride and Prejudice	0
International car registration letters what country is IS	Iceland	1
International car registration letters what country is IS	Skaro	0
International car registration letters what country is IS	Anton Chekov	0
International car registration letters what country is IS	The Ant	0
In heraldry what is a horizontal line dividing a shield called	Fess	1
In heraldry what is a horizontal line dividing a shield called	India	0
In heraldry what is a horizontal line dividing a shield called	A lightswitch	0
In heraldry what is a horizontal line dividing a shield called	Eggs	0
In England what can you not hang out of your window	A Bed	1
In England what can you not hang out of your window	Make Candles	0
In England what can you not hang out of your window	Cats	0
In England what can you not hang out of your window	Bauerhus in Germany	0
The constellation Norma has what English name	Level	1
The constellation Norma has what English name	000	0
The constellation Norma has what English name	Starfruit	0
The constellation Norma has what English name	Nikkei	0
Chu is the Chinese year of what animal	Boar	1
Chu is the Chinese year of what animal	Atlas	0
Chu is the Chinese year of what animal	Broken collar bone	0
Chu is the Chinese year of what animal	Iceland	0
Vor was the Norse Goddess of what	Truth	1
Vor was the Norse Goddess of what	Jan Vermeer	0
Vor was the Norse Goddess of what	Streaky	0
Vor was the Norse Goddess of what	Haricot Beans	0
OB is the international aircraft registration letters what country	Peru	1
OB is the international aircraft registration letters what country	Eyeglasses	0
OB is the international aircraft registration letters what country	Food Additives	0
OB is the international aircraft registration letters what country	Tweety Pie	0
Who composed the classical piece Peter and the Wolf	Sergei Prokofiev	1
Who composed the classical piece Peter and the Wolf	Sperm	0
Who composed the classical piece Peter and the Wolf	Persian	0
Who composed the classical piece Peter and the Wolf	Bottled Water	0
In what sport do women compete for the Uber cup	Badminton	1
In what sport do women compete for the Uber cup	Fellow Traveller	0
In what sport do women compete for the Uber cup	Medium Sweet	0
In what sport do women compete for the Uber cup	The Bank of America	0
What are The Chiuhauhan Nubian and Alaskan	Deserts	1
What are The Chiuhauhan Nubian and Alaskan	James Bond	0
What are The Chiuhauhan Nubian and Alaskan	Crapping	0
What are The Chiuhauhan Nubian and Alaskan	Sexual Incompetence	0
International dialling codes what country is 86	China	1
International dialling codes what country is 86	Asparagus	0
International dialling codes what country is 86	Easter Island	0
International dialling codes what country is 86	Red - Commons green	0
Thieves Liars Magicians and who were in Dantes 8th circle Hell	Politicians	1
Thieves Liars Magicians and who were in Dantes 8th circle Hell	On the Waterfront	0
Thieves Liars Magicians and who were in Dantes 8th circle Hell	It means very tired	0
Thieves Liars Magicians and who were in Dantes 8th circle Hell	Dog - Borders Terrier	0
Alphabetically what is the first element in the periodic table	Actinium	1
Alphabetically what is the first element in the periodic table	Put head in cold water	0
Alphabetically what is the first element in the periodic table	Bathwater into Beer	0
Alphabetically what is the first element in the periodic table	Dance Types	0
What order of insects contains the most species	Beetles	1
What order of insects contains the most species	Nobody it's illegal	0
What order of insects contains the most species	Peking	0
What order of insects contains the most species	Queensland	0
What colour is natural cheddar cheese	White – it’s dyed red	1
What colour is natural cheddar cheese	Bullfighter	0
What colour is natural cheddar cheese	Canada	0
What colour is natural cheddar cheese	Indian	0
Where was the first Pony Express set up	Outer Mongolia	1
Where was the first Pony Express set up	Tipping	0
Where was the first Pony Express set up	Robbie Coltrane	0
Where was the first Pony Express set up	Porcupine	0
What animal originated Groundhog Day	Badgers - in Germany	1
What animal originated Groundhog Day	Forty	0
What animal originated Groundhog Day	Cabbage	0
What animal originated Groundhog Day	Foxhunting	0
Aesculus is the Latin name of what type of tree	Horse Chestnut	1
Aesculus is the Latin name of what type of tree	Pepsi	0
Aesculus is the Latin name of what type of tree	Vagina	0
Aesculus is the Latin name of what type of tree	Frank Sinatra	0
Where were bagpipes invented	Iran – then Persia 	1
Where were bagpipes invented	Fanny Fart	0
Where were bagpipes invented	Scottish Shortbread	0
Where were bagpipes invented	Deep Blue	0
Jorn Utzon of Denmark designed what landmark	Sydney Opera House	1
Jorn Utzon of Denmark designed what landmark	A Sock	0
Jorn Utzon of Denmark designed what landmark	Tom	0
Jorn Utzon of Denmark designed what landmark	Aristotle	0
What is the most popular pizza topping in South Korea	Tuna	1
What is the most popular pizza topping in South Korea	Absolom	0
What is the most popular pizza topping in South Korea	Cancun	0
What is the most popular pizza topping in South Korea	Monagasque	0
Which people used to settle legal disputes by head butting	Inuit - Eskimo	1
Which people used to settle legal disputes by head butting	Twice cooked	0
Which people used to settle legal disputes by head butting	Paul McCartney	0
Which people used to settle legal disputes by head butting	Aegean Stables	0
How does a male koala attract a mate	Belching	1
How does a male koala attract a mate	Madonna	0
How does a male koala attract a mate	Cheese	0
How does a male koala attract a mate	Toast	0
Bohemian Rhapsody was on what Queen album	A Night at the Opera	1
Bohemian Rhapsody was on what Queen album	Oil	0
Bohemian Rhapsody was on what Queen album	Calcutta	0
Bohemian Rhapsody was on what Queen album	Graduate West Point	0
What character on TV and film must have sex every 7 years	Mr Spock	1
What character on TV and film must have sex every 7 years	Electricity	0
What character on TV and film must have sex every 7 years	Watch sex in your bed	0
What character on TV and film must have sex every 7 years	Munich	0
What was the name of Hamlets father	Hamlet	1
What was the name of Hamlets father	UFO crash sites	0
What was the name of Hamlets father	Orville Wright	0
What was the name of Hamlets father	Tutankamen tomb	0
Bugs Bunny was a caricature of what actor	Clark Gable	1
Bugs Bunny was a caricature of what actor	Beautiful Women	0
Bugs Bunny was a caricature of what actor	Norway	0
Bugs Bunny was a caricature of what actor	Both worked as pilots	0
Sherlock Holmes lived in Baker St - What other Detective did	Sexton Blake 1893	1
Sherlock Holmes lived in Baker St - What other Detective did	A glider	0
Sherlock Holmes lived in Baker St - What other Detective did	The Pickwick Papers	0
Sherlock Holmes lived in Baker St - What other Detective did	Cactus	0
Spumador was whose horse	King Arthur	1
Spumador was whose horse	Wilson	0
Spumador was whose horse	Mexico	0
Spumador was whose horse	Silence of the Lambs	0
In what American state do most fail to graduate	Georgia	1
In what American state do most fail to graduate	Marlene Dietrich	0
In what American state do most fail to graduate	Deuteronomy	0
In what American state do most fail to graduate	Corporal Clinger	0
Names from Jobs - what in the middle ages did a walker do	Clean Cloth	1
Names from Jobs - what in the middle ages did a walker do	Success	0
Names from Jobs - what in the middle ages did a walker do	Robert Stack	0
Names from Jobs - what in the middle ages did a walker do	Caviar - tiny eggs	0
Alfred Butta invented what in 1941 - marketed 1948	Scrabble	1
Alfred Butta invented what in 1941 - marketed 1948	Elvis Presley	0
Alfred Butta invented what in 1941 - marketed 1948	Netherlands	0
Alfred Butta invented what in 1941 - marketed 1948	Plays the Bassoon	0
Phobos and Deimos are moons of Mars - what do names mean	Fear and Terror	1
Phobos and Deimos are moons of Mars - what do names mean	Hat	0
Phobos and Deimos are moons of Mars - what do names mean	Camptown Races	0
Phobos and Deimos are moons of Mars - what do names mean	Glenfiddich	0
What colour is a giraffes tongue	Black	1
What colour is a giraffes tongue	Wallaby	0
What colour is a giraffes tongue	Cabbage	0
What colour is a giraffes tongue	Plum	0
Erica is the Latin name for what shrub	Heather	1
Erica is the Latin name for what shrub	Annapurna in Nepal	0
Erica is the Latin name for what shrub	Piano	0
Erica is the Latin name for what shrub	England	0
What is the capitol of Fiji	Suva	1
What is the capitol of Fiji	Reykjavik	0
What is the capitol of Fiji	Beans	0
